rebalance_date,ticker,rank,selected_flag
2016-12-05,UPS,14.0,1
2016-12-05,CAT,15.0,1
2016-12-05,ZION,16.0,1
2016-12-05,ROK,17.0,1
2016-12-05,CSX,18.0,1
2016-12-05,EMR,19.0,1
2016-12-05,PRU,20.0,1
2017-01-03,NVDA,1.0,1
2017-01-03,PBCT,2.0,1
2017-01-03,ZION,3.0,1
2017-01-03,LNC,4.0,1
2017-01-03,NTAP,5.0,1
2017-01-03,FITB,6.0,1
2017-01-03,UNM,7.0,1
2017-01-03,UAL,8.0,1
2017-01-03,LLTC,9.0,1
2017-01-03,OKE,10.0,1
2017-01-03,RIG,11.0,1
2017-01-03,CLX,12.0,1
2017-01-03,ROK,13.0,1
2017-01-03,NTRS,14.0,1
2017-01-03,HBAN,15.0,1
2017-01-03,GRMN,16.0,1
2017-01-03,PAYX,17.0,1
2017-01-03,UPS,18.0,1
2017-01-03,BWA,19.0,1
2017-01-03,PRU,20.0,1
2017-01-30,NVDA,1.0,1
2017-01-30,NTAP,2.0,1
2017-01-30,UNM,3.0,1
2017-01-30,CSX,4.0,1
2017-01-30,OKE,5.0,1
2017-01-30,LNC,6.0,1
2017-01-30,ROK,7.0,1
2017-01-30,PBCT,8.0,1
2017-01-30,RIG,9.0,1
2017-01-30,CLX,10.0,1
2017-01-30,FITB,11.0,1
2017-01-30,UAL,12.0,1
2017-01-30,UPS,13.0,1
2017-01-30,DE,14.0,1
2017-01-30,NFLX,15.0,1
2017-01-30,ZION,16.0,1
2017-01-30,EXPD,17.0,1
2017-01-30,CPB,18.0,1
2017-01-30,HBAN,19.0,1
2017-01-30,GWW,20.0,1
2017-02-27,RIG,1.0,1
2017-02-27,NVDA,2.0,1
2017-02-27,CSX,3.0,1
2017-02-27,CLX,4.0,1
2017-02-27,FITB,5.0,1
2017-02-27,UNM,6.0,1
2017-02-27,UAL,7.0,1
2017-02-27,PBCT,8.0,1
2017-02-27,KLAC,9.0,1
2017-02-27,ROK,10.0,1
2017-02-27,OKE,11.0,1
2017-02-27,LNC,12.0,1
2017-02-27,BA,13.0,1
2017-02-27,HBAN,14.0,1
2017-02-27,ZION,15.0,1
2017-02-27,VRSN,16.0,1
2017-02-27,PRU,17.0,1
2017-02-27,EXPD,18.0,1
2017-02-27,NTRS,19.0,1
2017-02-27,IBM,20.0,1
2017-03-27,AMD,1.0,1
2017-03-27,CLX,2.0,1
2017-03-27,RIG,3.0,1
2017-03-27,VRSN,4.0,1
2017-03-27,UPS,5.0,1
2017-03-27,KLAC,6.0,1
2017-03-27,CPB,7.0,1
2017-03-27,ROK,8.0,1
2017-03-27,PBCT,9.0,1
2017-03-27,EXPD,10.0,1
2017-03-27,OKE,11.0,1
2017-03-27,UNM,12.0,1
2017-03-27,IBM,13.0,1
2017-03-27,PAYX,14.0,1
2017-03-27,NVDA,15.0,1
2017-03-27,BA,16.0,1
2017-03-27,CHRW,17.0,1
2017-03-27,ED,18.0,1
2017-03-27,FITB,19.0,1
2017-03-27,HSY,20.0,1
2017-04-24,AMD,1.0,1
2017-04-24,CLX,2.0,1
2017-04-24,CPB,3.0,1
2017-04-24,KLAC,4.0,1
2017-04-24,ROK,5.0,1
2017-04-24,EXPD,6.0,1
2017-04-24,UPS,7.0,1
2017-04-24,PBCT,8.0,1
2017-04-24,CHRW,9.0,1
2017-04-24,UNM,10.0,1
2017-04-24,ED,11.0,1
2017-04-24,IBM,12.0,1
2017-04-24,RIG,13.0,1
2017-04-24,MO,14.0,1
2017-04-24,PAYX,15.0,1
2017-04-24,BA,16.0,1
2017-04-24,LVLT,17.0,1
2017-04-24,NVDA,18.0,1
2017-04-24,TDC,19.0,1
2017-04-24,EMR,20.0,1
2017-05-22,AMD,1.0,1
2017-05-22,CLX,2.0,1
2017-05-22,BCR,3.0,1
2017-05-22,KLAC,4.0,1
2017-05-22,ED,5.0,1
2017-05-22,NVDA,6.0,1
2017-05-22,CPB,7.0,1
2017-05-22,ROK,8.0,1
2017-05-22,MO,9.0,1
2017-05-22,XLNX,10.0,1
2017-05-22,BA,11.0,1
2017-05-22,QRVO,12.0,1
2017-05-22,DUK,13.0,1
2017-05-22,HRB,14.0,1
2017-05-22,DE,15.0,1
2017-05-22,PAYX,16.0,1
2017-05-22,SO,17.0,1
2017-05-22,CMG,18.0,1
2017-05-22,ILMN,19.0,1
2017-05-22,UPS,20.0,1
2017-06-19,XRX,1.0,1
2017-06-19,AMD,2.0,1
2017-06-19,CLX,3.0,1
2017-06-19,ED,4.0,1
2017-06-19,BCR,5.0,1
2017-06-19,HRB,6.0,1
2017-06-19,KLAC,7.0,1
2017-06-19,NVDA,8.0,1
2017-06-19,ROK,9.0,1
2017-06-19,UPS,10.0,1
2017-06-19,DUK,11.0,1
2017-06-19,MO,12.0,1
2017-06-19,CPB,13.0,1
2017-06-19,VRSN,14.0,1
2017-06-19,BA,15.0,1
2017-06-19,PAYX,16.0,1
2017-06-19,SO,17.0,1
2017-06-19,SHW,18.0,1
2017-06-19,GRMN,19.0,1
2017-06-19,EXPD,20.0,1
2017-07-17,XRX,1.0,1
2017-07-17,AMD,2.0,1
2017-07-17,CLX,3.0,1
2017-07-17,ED,4.0,1
2017-07-17,UPS,5.0,1
2017-07-17,HRB,6.0,1
2017-07-17,BCR,7.0,1
2017-07-17,ROK,8.0,1
2017-07-17,VRSN,9.0,1
2017-07-17,NVDA,10.0,1
2017-07-17,EXPD,11.0,1
2017-07-17,BA,12.0,1
2017-07-17,DUK,13.0,1
2017-07-17,CPB,14.0,1
2017-07-17,KLAC,15.0,1
2017-07-17,GRMN,16.0,1
2017-07-17,ABBV,17.0,1
2017-07-17,IBM,18.0,1
2017-07-17,CHRW,19.0,1
2017-07-17,PAYX,20.0,1
2017-08-14,XRX,1.0,1
2017-08-14,AMD,2.0,1
2017-08-14,HRB,3.0,1
2017-08-14,CLX,4.0,1
2017-08-14,UPS,5.0,1
2017-08-14,ED,6.0,1
2017-08-14,BCR,7.0,1
2017-08-14,VRSN,8.0,1
2017-08-14,BA,9.0,1
2017-08-14,ROK,10.0,1
2017-08-14,CPB,11.0,1
2017-08-14,PAYX,12.0,1
2017-08-14,INTU,13.0,1
2017-08-14,NVDA,14.0,1
2017-08-14,GIS,15.0,1
2017-08-14,EXPD,16.0,1
2017-08-14,DUK,17.0,1
2017-08-14,CINF,18.0,1
2017-08-14,GRMN,19.0,1
2017-08-14,ABBV,20.0,1
2017-09-11,XRX,1.0,1
2017-09-11,AMD,2.0,1
2017-09-11,ED,3.0,1
2017-09-11,UPS,4.0,1
2017-09-11,CLX,5.0,1
2017-09-11,NVDA,6.0,1
2017-09-11,VRSN,7.0,1
2017-09-11,ABBV,8.0,1
2017-09-11,BCR,9.0,1
2017-09-11,PAYX,10.0,1
2017-09-11,ROK,11.0,1
2017-09-11,YUM,12.0,1
2017-09-11,CPB,13.0,1
2017-09-11,HRB,14.0,1
2017-09-11,GIS,15.0,1
2017-09-11,INTU,16.0,1
2017-09-11,DUK,17.0,1
2017-09-11,EXPD,18.0,1
2017-09-11,EQR,19.0,1
2017-09-11,CHRW,20.0,1
2017-10-09,XRX,1.0,1
2017-10-09,NVDA,2.0,1
2017-10-09,UPS,3.0,1
2017-10-09,ABBV,4.0,1
2017-10-09,ED,5.0,1
2017-10-09,VRSN,6.0,1
2017-10-09,ROK,7.0,1
2017-10-09,CLX,8.0,1
2017-10-09,BCR,9.0,1
2017-10-09,PAYX,10.0,1
2017-10-09,EXPD,11.0,1
2017-10-09,YUM,12.0,1
2017-10-09,XLNX,13.0,1
2017-10-09,PBCT,14.0,1
2017-10-09,GRMN,15.0,1
2017-10-09,HRB,16.0,1
2017-10-09,CPB,17.0,1
2017-10-09,BWA,18.0,1
2017-10-09,INTU,19.0,1
2017-10-09,CHRW,20.0,1
2017-11-06,XRX,1.0,1
2017-11-06,NVDA,2.0,1
2017-11-06,ED,3.0,1
2017-11-06,UPS,4.0,1
2017-11-06,ROK,5.0,1
2017-11-06,ABBV,6.0,1
2017-11-06,VRSN,7.0,1
2017-11-06,GWW,8.0,1
2017-11-06,CLX,9.0,1
2017-11-06,PAYX,10.0,1
2017-11-06,GRMN,11.0,1
2017-11-06,FITB,12.0,1
2017-11-06,EXPD,13.0,1
2017-11-06,PBCT,14.0,1
2017-11-06,HP,15.0,1
2017-11-06,IBM,16.0,1
2017-11-06,CHRW,17.0,1
2017-11-06,AFL,18.0,1
2017-11-06,DUK,19.0,1
2017-11-06,F,20.0,1
2017-12-04,XRX,1.0,1
2017-12-04,GWW,2.0,1
2017-12-04,UPS,3.0,1
2017-12-04,FITB,4.0,1
2017-12-04,CLX,5.0,1
2017-12-04,ED,6.0,1
2017-12-04,CHRW,7.0,1
2017-12-04,EXPD,8.0,1
2017-12-04,PHM,9.0,1
2017-12-04,ABBV,10.0,1
2017-12-04,ROK,11.0,1
2017-12-04,PAYX,12.0,1
2017-12-04,PBCT,13.0,1
2017-12-04,VRSN,14.0,1
2017-12-04,UNM,15.0,1
2017-12-04,HP,16.0,1
2017-12-04,GRMN,17.0,1
2017-12-04,CPB,18.0,1
2017-12-04,GIS,19.0,1
2017-12-04,KSS,20.0,1
2018-01-02,UPS,1.0,1
2018-01-02,GWW,2.0,1
2018-01-02,CHRW,3.0,1
2018-01-02,HP,4.0,1
2018-01-02,CAT,5.0,1
2018-01-02,KSS,6.0,1
2018-01-02,ABBV,7.0,1
2018-01-02,PHM,8.0,1
2018-01-02,CLX,9.0,1
2018-01-02,PAYX,10.0,1
2018-01-02,BA,11.0,1
2018-01-02,GRMN,12.0,1
2018-01-02,ROK,13.0,1
2018-01-02,EXPD,14.0,1
2018-01-02,ED,15.0,1
2018-01-02,TSCO,16.0,1
2018-01-02,VRSN,17.0,1
2018-01-02,NTAP,18.0,1
2018-01-02,GIS,19.0,1
2018-01-02,FCX,20.0,1
2018-01-29,GWW,1.0,1
2018-01-29,ABBV,2.0,1
2018-01-29,HP,3.0,1
2018-01-29,UPS,4.0,1
2018-01-29,CHRW,5.0,1
2018-01-29,KSS,6.0,1
2018-01-29,GRMN,7.0,1
2018-01-29,PAYX,8.0,1
2018-01-29,FITB,9.0,1
2018-01-29,EXPD,10.0,1
2018-01-29,GPC,11.0,1
2018-01-29,PHM,12.0,1
2018-01-29,ROK,13.0,1
2018-01-29,PBCT,14.0,1
2018-01-29,CLX,15.0,1
2018-01-29,TSCO,16.0,1
2018-01-29,MMM,17.0,1
2018-01-29,NTAP,18.0,1
2018-01-29,VLO,19.0,1
2018-01-29,VAR,20.0,1
2018-02-26,HD,1.0,1
2018-02-26,GWW,2.0,1
2018-02-26,ABBV,3.0,1
2018-02-26,HP,4.0,1
2018-02-26,KSS,5.0,1
2018-02-26,EXPD,6.0,1
2018-02-26,CHRW,7.0,1
2018-02-26,NFLX,8.0,1
2018-02-26,PAYX,9.0,1
2018-02-26,FITB,10.0,1
2018-02-26,PBCT,11.0,1
2018-02-26,GRMN,12.0,1
2018-02-26,NTAP,13.0,1
2018-02-26,AKAM,14.0,1
2018-02-26,BA,15.0,1
2018-02-26,VIAB,16.0,1
2018-02-26,VRSN,17.0,1
2018-02-26,UPS,18.0,1
2018-02-26,ROK,19.0,1
2018-02-26,NVDA,20.0,1
2018-03-26,HD,1.0,1
2018-03-26,GWW,2.0,1
2018-03-26,HP,3.0,1
2018-03-26,NFLX,4.0,1
2018-03-26,NTAP,5.0,1
2018-03-26,EXPD,6.0,1
2018-03-26,FITB,7.0,1
2018-03-26,VRSN,8.0,1
2018-03-26,AKAM,9.0,1
2018-03-26,CHRW,10.0,1
2018-03-26,GRMN,11.0,1
2018-03-26,PBCT,12.0,1
2018-03-26,FFIV,13.0,1
2018-03-26,CLX,14.0,1
2018-03-26,ED,15.0,1
2018-03-26,PAYX,16.0,1
2018-03-26,KSS,17.0,1
2018-03-26,CPB,18.0,1
2018-03-26,NVDA,19.0,1
2018-03-26,YUM,20.0,1
2018-04-23,HD,1.0,1
2018-04-23,HP,2.0,1
2018-04-23,GWW,3.0,1
2018-04-23,NFLX,4.0,1
2018-04-23,NTAP,5.0,1
2018-04-23,EXPD,6.0,1
2018-04-23,FFIV,7.0,1
2018-04-23,VRSN,8.0,1
2018-04-23,FITB,9.0,1
2018-04-23,VLO,10.0,1
2018-04-23,ESRX,11.0,1
2018-04-23,YUM,12.0,1
2018-04-23,AKAM,13.0,1
2018-04-23,CHRW,14.0,1
2018-04-23,VIAB,15.0,1
2018-04-23,GRMN,16.0,1
2018-04-23,ED,17.0,1
2018-04-23,UPS,18.0,1
2018-04-23,CPB,19.0,1
2018-04-23,KSS,20.0,1
2018-05-21,HD,1.0,1
2018-05-21,GWW,2.0,1
2018-05-21,CMG,3.0,1
2018-05-21,NFLX,4.0,1
2018-05-21,HP,5.0,1
2018-05-21,EXPD,6.0,1
2018-05-21,FFIV,7.0,1
2018-05-21,KSS,8.0,1
2018-05-21,HRB,9.0,1
2018-05-21,VLO,10.0,1
2018-05-21,UPS,11.0,1
2018-05-21,VRSN,12.0,1
2018-05-21,IPG,13.0,1
2018-05-21,GPC,14.0,1
2018-05-21,OKE,15.0,1
2018-05-21,FITB,16.0,1
2018-05-21,CTXS,17.0,1
2018-05-21,AKAM,18.0,1
2018-05-21,VIAB,19.0,1
2018-05-21,CLX,20.0,1
2018-06-18,NFLX,1.0,1
2018-06-18,HD,2.0,1
2018-06-18,GWW,3.0,1
2018-06-18,CMG,4.0,1
2018-06-18,EXPD,5.0,1
2018-06-18,VRSN,6.0,1
2018-06-18,FFIV,7.0,1
2018-06-18,KSS,8.0,1
2018-06-18,INTU,9.0,1
2018-06-18,AKAM,10.0,1
2018-06-18,UPS,11.0,1
2018-06-18,QRVO,12.0,1
2018-06-18,HP,13.0,1
2018-06-18,NVDA,14.0,1
2018-06-18,CTXS,15.0,1
2018-06-18,GRMN,16.0,1
2018-06-18,CLX,17.0,1
2018-06-18,OKE,18.0,1
2018-06-18,GPC,19.0,1
2018-06-18,PAYX,20.0,1
2018-07-16,NFLX,1.0,1
2018-07-16,HD,2.0,1
2018-07-16,VRSN,3.0,1
2018-07-16,GWW,4.0,1
2018-07-16,CMG,5.0,1
2018-07-16,EXPD,6.0,1
2018-07-16,INTU,7.0,1
2018-07-16,ED,8.0,1
2018-07-16,FFIV,9.0,1
2018-07-16,CLX,10.0,1
2018-07-16,CTXS,11.0,1
2018-07-16,SO,12.0,1
2018-07-16,PAYX,13.0,1
2018-07-16,GRMN,14.0,1
2018-07-16,CPB,15.0,1
2018-07-16,HRB,16.0,1
2018-07-16,SCG,17.0,1
2018-07-16,K,18.0,1
2018-07-16,NTAP,19.0,1
2018-07-16,OKE,20.0,1
2018-08-13,CMG,1.0,1
2018-08-13,HD,2.0,1
2018-08-13,VRSN,3.0,1
2018-08-13,CLX,4.0,1
2018-08-13,GWW,5.0,1
2018-08-13,EXPD,6.0,1
2018-08-13,UPS,7.0,1
2018-08-13,FFIV,8.0,1
2018-08-13,ED,9.0,1
2018-08-13,HRB,10.0,1
2018-08-13,SCG,11.0,1
2018-08-13,CTXS,12.0,1
2018-08-13,PAYX,13.0,1
2018-08-13,CTAS,14.0,1
2018-08-13,AMD,15.0,1
2018-08-13,INTU,16.0,1
2018-08-13,HSY,17.0,1
2018-08-13,EQR,18.0,1
2018-08-13,LLY,19.0,1
2018-08-13,GRMN,20.0,1
2018-09-10,AMD,1.0,1
2018-09-10,HD,2.0,1
2018-09-10,CLX,3.0,1
2018-09-10,VRSN,4.0,1
2018-09-10,CMG,5.0,1
2018-09-10,EXPD,6.0,1
2018-09-10,GWW,7.0,1
2018-09-10,UPS,8.0,1
2018-09-10,ED,9.0,1
2018-09-10,SO,10.0,1
2018-09-10,FFIV,11.0,1
2018-09-10,PAYX,12.0,1
2018-09-10,GRMN,13.0,1
2018-09-10,HSY,14.0,1
2018-09-10,SCG,15.0,1
2018-09-10,TSCO,16.0,1
2018-09-10,GPC,17.0,1
2018-09-10,HRB,18.0,1
2018-09-10,CINF,19.0,1
2018-09-10,HRL,20.0,1
2018-10-08,AMD,1.0,1
2018-10-08,HD,2.0,1
2018-10-08,CLX,3.0,1
2018-10-08,SCG,4.0,1
2018-10-08,VRSN,5.0,1
2018-10-08,EXPD,6.0,1
2018-10-08,ESRX,7.0,1
2018-10-08,CMG,8.0,1
2018-10-08,PAYX,9.0,1
2018-10-08,HSY,10.0,1
2018-10-08,UPS,11.0,1
2018-10-08,GWW,12.0,1
2018-10-08,HRB,13.0,1
2018-10-08,ED,14.0,1
2018-10-08,GRMN,15.0,1
2018-10-08,LLY,16.0,1
2018-10-08,SO,17.0,1
2018-10-08,TSCO,18.0,1
2018-10-08,NSC,19.0,1
2018-10-08,FFIV,20.0,1
2018-11-05,CLX,1.0,1
2018-11-05,HD,2.0,1
2018-11-05,VRSN,3.0,1
2018-11-05,ESRX,4.0,1
2018-11-05,HSY,5.0,1
2018-11-05,AMD,6.0,1
2018-11-05,HRL,7.0,1
2018-11-05,GRMN,8.0,1
2018-11-05,PG,9.0,1
2018-11-05,CINF,10.0,1
2018-11-05,TSCO,11.0,1
2018-11-05,SO,12.0,1
2018-11-05,ED,13.0,1
2018-11-05,CPB,14.0,1
2018-11-05,HRB,15.0,1
2018-11-05,MO,16.0,1
2018-11-05,PAYX,17.0,1
2018-11-05,LLY,18.0,1
2018-11-05,GPC,19.0,1
2018-11-05,PFE,20.0,1
2018-12-03,CLX,1.0,1
2018-12-03,HD,2.0,1
2018-12-03,CPB,3.0,1
2018-12-03,HSY,4.0,1
2018-12-03,ESRX,5.0,1
2018-12-03,SCG,6.0,1
2018-12-03,SO,7.0,1
2018-12-03,CINF,8.0,1
2018-12-03,HRL,9.0,1
2018-12-03,ED,10.0,1
2018-12-03,GRMN,11.0,1
2018-12-03,HRB,12.0,1
2018-12-03,PFE,13.0,1
2018-12-03,PG,14.0,1
2018-12-03,GPC,15.0,1
2018-12-03,UAL,16.0,1
2018-12-03,UPS,17.0,1
2018-12-03,LLY,18.0,1
2018-12-03,DTE,19.0,1
2018-12-03,PAYX,20.0,1
2018-12-31,BA,1.0,1
2018-12-31,RHT,2.0,1
2018-12-31,CINF,3.0,1
2018-12-31,CLX,4.0,1
2018-12-31,HRL,5.0,1
2018-12-31,HSY,6.0,1
2018-12-31,ED,7.0,1
2018-12-31,SO,8.0,1
2018-12-31,LLY,9.0,1
2018-12-31,GRMN,10.0,1
2018-12-31,HRB,11.0,1
2018-12-31,SCG,12.0,1
2018-12-31,PFE,13.0,1
2018-12-31,AMD,14.0,1
2018-12-31,GPC,15.0,1
2018-12-31,CPB,16.0,1
2018-12-31,XLNX,17.0,1
2018-12-31,SBUX,18.0,1
2018-12-31,EXPD,19.0,1
2018-12-31,KMB,20.0,1
2019-01-28,BA,1.0,1
2019-01-28,XLNX,2.0,1
2019-01-28,RHT,3.0,1
2019-01-28,HRL,4.0,1
2019-01-28,CLX,5.0,1
2019-01-28,CINF,6.0,1
2019-01-28,WAT,7.0,1
2019-01-28,SO,8.0,1
2019-01-28,GRMN,9.0,1
2019-01-28,SBUX,10.0,1
2019-01-28,CMG,11.0,1
2019-01-28,ED,12.0,1
2019-01-28,CPB,13.0,1
2019-01-28,EQR,14.0,1
2019-01-28,AIV,15.0,1
2019-01-28,AFL,16.0,1
2019-01-28,BK,17.0,1
2019-01-28,HSY,18.0,1
2019-01-28,LLY,19.0,1
2019-01-28,MTD,20.0,1
2019-02-25,BA,1.0,1
2019-02-25,XLNX,2.0,1
2019-02-25,GRMN,3.0,1
2019-02-25,RHT,4.0,1
2019-02-25,WAT,5.0,1
2019-02-25,MTD,6.0,1
2019-02-25,SO,7.0,1
2019-02-25,ED,8.0,1
2019-02-25,CINF,9.0,1
2019-02-25,HRL,10.0,1
2019-02-25,CLX,11.0,1
2019-02-25,SBUX,12.0,1
2019-02-25,WHR,13.0,1
2019-02-25,ITW,14.0,1
2019-02-25,SJM,15.0,1
2019-02-25,HSY,16.0,1
2019-02-25,INTC,17.0,1
2019-02-25,EXPD,18.0,1
2019-02-25,ROK,19.0,1
2019-02-25,EQR,20.0,1
2019-03-25,BA,1.0,1
2019-03-25,RHT,2.0,1
2019-03-25,XLNX,3.0,1
2019-03-25,GRMN,4.0,1
2019-03-25,SO,5.0,1
2019-03-25,CMG,6.0,1
2019-03-25,WAT,7.0,1
2019-03-25,ED,8.0,1
2019-03-25,SJM,9.0,1
2019-03-25,CPB,10.0,1
2019-03-25,MTD,11.0,1
2019-03-25,HRL,12.0,1
2019-03-25,PHM,13.0,1
2019-03-25,CLX,14.0,1
2019-03-25,CINF,15.0,1
2019-03-25,XRAY,16.0,1
2019-03-25,DTE,17.0,1
2019-03-25,SBUX,18.0,1
2019-03-25,HSY,19.0,1
2019-03-25,WHR,20.0,1
2019-04-22,BA,1.0,1
2019-04-22,CMG,2.0,1
2019-04-22,XLNX,3.0,1
2019-04-22,RHT,4.0,1
2019-04-22,GRMN,5.0,1
2019-04-22,PHM,6.0,1
2019-04-22,MTD,7.0,1
2019-04-22,CPB,8.0,1
2019-04-22,WAT,9.0,1
2019-04-22,WHR,10.0,1
2019-04-22,ED,11.0,1
2019-04-22,SO,12.0,1
2019-04-22,SJM,13.0,1
2019-04-22,ITW,14.0,1
2019-04-22,EXPD,15.0,1
2019-04-22,INTC,16.0,1
2019-04-22,FAST,17.0,1
2019-04-22,PAYX,18.0,1
2019-04-22,CINF,19.0,1
2019-04-22,AZO,20.0,1
2019-05-20,BA,1.0,1
2019-05-20,COTY,2.0,1
2019-05-20,CMG,3.0,1
2019-05-20,CELG,4.0,1
2019-05-20,PHM,5.0,1
2019-05-20,MTD,6.0,1
2019-05-20,GRMN,7.0,1
2019-05-20,PAYX,8.0,1
2019-05-20,SJM,9.0,1
2019-05-20,CINF,10.0,1
2019-05-20,SO,11.0,1
2019-05-20,ED,12.0,1
2019-05-20,CPB,13.0,1
2019-05-20,XRAY,14.0,1
2019-05-20,HSY,15.0,1
2019-05-20,AFL,16.0,1
2019-05-20,PCAR,17.0,1
2019-05-20,ITW,18.0,1
2019-05-20,AMD,19.0,1
2019-05-20,QCOM,20.0,1
2019-06-17,COTY,1.0,1
2019-06-17,BA,2.0,1
2019-06-17,CMG,3.0,1
2019-06-17,MTD,4.0,1
2019-06-17,CELG,5.0,1
2019-06-17,SJM,6.0,1
2019-06-17,CINF,7.0,1
2019-06-17,GRMN,8.0,1
2019-06-17,PHM,9.0,1
2019-06-17,CPB,10.0,1
2019-06-17,GIS,11.0,1
2019-06-17,SO,12.0,1
2019-06-17,AMD,13.0,1
2019-06-17,PAYX,14.0,1
2019-06-17,CPRT,15.0,1
2019-06-17,HSY,16.0,1
2019-06-17,PCAR,17.0,1
2019-06-17,ED,18.0,1
2019-06-17,GE,19.0,1
2019-06-17,XRAY,20.0,1
2019-07-15,MTD,1.0,1
2019-07-15,AMD,2.0,1
2019-07-15,COTY,3.0,1
2019-07-15,BA,4.0,1
2019-07-15,CPB,5.0,1
2019-07-15,CMG,6.0,1
2019-07-15,CPRT,7.0,1
2019-07-15,CINF,8.0,1
2019-07-15,DISH,9.0,1
2019-07-15,GRMN,10.0,1
2019-07-15,SO,11.0,1
2019-07-15,ED,12.0,1
2019-07-15,XRX,13.0,1
2019-07-15,SJM,14.0,1
2019-07-15,PAYX,15.0,1
2019-07-15,HSY,16.0,1
2019-07-15,WAT,17.0,1
2019-07-15,SBUX,18.0,1
2019-07-15,PHM,19.0,1
2019-07-15,PCAR,20.0,1
2019-08-12,CPB,1.0,1
2019-08-12,HSY,2.0,1
2019-08-12,CPRT,3.0,1
2019-08-12,SO,4.0,1
2019-08-12,CINF,5.0,1
2019-08-12,BA,6.0,1
2019-08-12,ED,7.0,1
2019-08-12,SJM,8.0,1
2019-08-12,CMG,9.0,1
2019-08-12,PHM,10.0,1
2019-08-12,HRB,11.0,1
2019-08-12,GRMN,12.0,1
2019-08-12,AMD,13.0,1
2019-08-12,SBAC,14.0,1
2019-08-12,GIS,15.0,1
2019-08-12,SBUX,16.0,1
2019-08-12,ITW,17.0,1
2019-08-12,QCOM,18.0,1
2019-08-12,MTD,19.0,1
2019-08-12,CLX,20.0,1
2019-09-09,CPB,1.0,1
2019-09-09,BA,2.0,1
2019-09-09,HSY,3.0,1
2019-09-09,CINF,4.0,1
2019-09-09,CPRT,5.0,1
2019-09-09,CMG,6.0,1
2019-09-09,SO,7.0,1
2019-09-09,PHM,8.0,1
2019-09-09,QCOM,9.0,1
2019-09-09,ED,10.0,1
2019-09-09,SBUX,11.0,1
2019-09-09,AMD,12.0,1
2019-09-09,K,13.0,1
2019-09-09,SJM,14.0,1
2019-09-09,SBAC,15.0,1
2019-09-09,GRMN,16.0,1
2019-09-09,ITW,17.0,1
2019-09-09,HRL,18.0,1
2019-09-09,GIS,19.0,1
2019-09-09,MTD,20.0,1
2019-10-07,BA,1.0,1
2019-10-07,CPB,2.0,1
2019-10-07,CINF,3.0,1
2019-10-07,SO,4.0,1
2019-10-07,ED,5.0,1
2019-10-07,HSY,6.0,1
2019-10-07,PHM,7.0,1
2019-10-07,HRL,8.0,1
2019-10-07,QCOM,9.0,1
2019-10-07,WHR,10.0,1
2019-10-07,KIM,11.0,1
2019-10-07,CPRT,12.0,1
2019-10-07,EQR,13.0,1
2019-10-07,CLX,14.0,1
2019-10-07,CME,15.0,1
2019-10-07,AFL,16.0,1
2019-10-07,MTD,17.0,1
2019-10-07,SJM,18.0,1
2019-10-07,GRMN,19.0,1
2019-10-07,CB,20.0,1
2019-11-04,BA,1.0,1
2019-11-04,CPB,2.0,1
2019-11-04,GRMN,3.0,1
2019-11-04,SO,4.0,1
2019-11-04,GWW,5.0,1
2019-11-04,ITW,6.0,1
2019-11-04,QRVO,7.0,1
2019-11-04,AMD,8.0,1
2019-11-04,KLAC,9.0,1
2019-11-04,KIM,10.0,1
2019-11-04,PCAR,11.0,1
2019-11-04,NWL,12.0,1
2019-11-04,PHM,13.0,1
2019-11-04,JBHT,14.0,1
2019-11-04,WAT,15.0,1
2019-11-04,ED,16.0,1
2019-11-04,HRL,17.0,1
2019-11-04,INTC,18.0,1
2019-11-04,LRCX,19.0,1
2019-11-04,MAA,20.0,1
2019-12-02,BA,1.0,1
2019-12-02,QRVO,2.0,1
2019-12-02,CPB,3.0,1
2019-12-02,GRMN,4.0,1
2019-12-02,ROK,5.0,1
2019-12-02,TIF,6.0,1
2019-12-02,AGN,7.0,1
2019-12-02,INTC,8.0,1
2019-12-02,WAT,9.0,1
2019-12-02,SO,10.0,1
2019-12-02,ITW,11.0,1
2019-12-02,GWW,12.0,1
2019-12-02,HRL,13.0,1
2019-12-02,NWL,14.0,1
2019-12-02,FTNT,15.0,1
2019-12-02,KLAC,16.0,1
2019-12-02,KHC,17.0,1
2019-12-02,JBHT,18.0,1
2019-12-02,PHM,19.0,1
2019-12-02,LRCX,20.0,1
2019-12-30,QRVO,1.0,1
2019-12-30,TIF,2.0,1
2019-12-30,BA,3.0,1
2019-12-30,CPB,4.0,1
2019-12-30,GRMN,5.0,1
2019-12-30,AMD,6.0,1
2019-12-30,LRCX,7.0,1
2019-12-30,GWW,8.0,1
2019-12-30,ROK,9.0,1
2019-12-30,LEG,10.0,1
2019-12-30,K,11.0,1
2019-12-30,SO,12.0,1
2019-12-30,ITW,13.0,1
2019-12-30,WAT,14.0,1
2019-12-30,INTC,15.0,1
2019-12-30,JBHT,16.0,1
2019-12-30,HRL,17.0,1
2019-12-30,KLAC,18.0,1
2019-12-30,NWL,19.0,1
2019-12-30,AAPL,20.0,1
2020-01-27,TIF,1.0,1
2020-01-27,SO,2.0,1
2020-01-27,GRMN,3.0,1
2020-01-27,NWL,4.0,1
2020-01-27,CPB,5.0,1
2020-01-27,PHM,6.0,1
2020-01-27,CL,7.0,1
